"ID","point5.8.dentigerous.arm.width.resids","point7.5.dentigerous.arm.base.resids","point1.2.lower.jaw.length.resids","point8.9.dentigerous.arm.depth.resids","point2.11.palatine.height.resids","point2.3.jaw.closing.inlever.resids","point15.16.cranial.height.resids","point14.15.orbit.diameter.resids","point2.18.suspensorium.length.resids","point9.10.ascending.proess.length.resids","point2.4.opening.inlever.resids","point12.19.nasal.tissue.protrusion.resids","point11.14.ectopterygoid.resids","point16.18.head.depth.resids","point12.13.maxillary.head.protrusion.resids","point6.11.maxilla.length.resids","point11.13.maxillary.head.height.resids","point17.18.pelvic.girdle.length.resids","population"
"C167",-0.116636564,-0.115781305,-0.066062099,-0.050659517,-0.057337955,-0.025865574,-0.206795248,0.009461454,-0.120253712,-0.18191724,0.110436762,0.278976685,-0.115235669,-0.079204252,-0.065076752,-0.04940581,-0.533382314,0.027197094,"CRP"
"C168",-0.025330856,-0.066489961,-0.001009831,0.036856547,-0.024748814,-0.085159489,-0.021253418,-0.019473487,0.018554576,-0.383756367,-0.09172495,-0.188192891,0.059761256,-0.013772185,-0.169680001,-0.047904154,0.015658931,0.050135894,"CRP"
"C169",-0.028520871,-0.213096301,0.095732865,0.075417858,-0.014332419,-0.046802124,-0.03730665,0.099234098,0.059726097,-0.161353663,0.257244237,0.364440562,0.090618843,0.088315106,0.107604509,-0.090355178,0.052086722,0.262159099,"CRP"
"C171",-0.01044071,0.084105723,0.015331104,0.164996621,0.009142953,0.087291981,-0.061103879,0.026692543,-0.010809072,-0.198486515,-0.025300793,0.105852642,0.202579553,0.027143134,0.012641332,0.015203505,-0.08143988,0.034386939,"CRP"
"C173",-0.153685957,-0.135229872,-0.080929433,-0.00351501,-0.058647222,-0.048815293,-0.026923767,-0.018888341,-0.022936952,-0.236928759,0.045863974,-0.639736812,0.03027142,-0.018234468,-0.036360042,-0.07123239,-0.135616211,0.019966885,"CRP"
"C176",-0.125727288,-0.078616183,-0.017045073,-0.023353486,-0.079206318,-0.033395194,-0.142261406,-0.045484639,-0.005612065,-0.232803946,0.298368227,-0.071611376,-0.000832945,-0.0715756,0.077133192,-0.057756517,-0.137283907,-0.000115422,"CRP"
"C178",-0.155779637,-0.196175044,-0.120912804,-0.016268233,-0.137705672,-0.015141658,-0.027436052,-0.064520408,0.028350413,-0.211348598,0.173106333,0.072483138,-0.064841918,-0.024785301,0.010420676,-0.102497859,-0.11731665,-0.04278529,"CRP"
"C179",0.086949497,0.052404825,0.077269833,0.041890866,-0.001541804,-0.044192441,0.0104381,0.03647183,-0.015545445,-0.093664012,0.104126733,-0.110202096,0.072504848,0.032959231,-0.28419826,0.012848089,-0.121529509,0.085092915,"CRP"
"C180",0.058243412,0.068242139,0.099965171,0.005082865,0.01436962,0.152028495,0.005166105,0.025101598,0.031159718,0.086888937,0.220523724,-0.027909272,-0.01877495,0.007418094,0.146653877,-0.008200607,0.225250234,0.025312715,"CRP"
"C181",0.114582239,0.111608862,0.061810283,0.113123518,0.098956853,0.015145791,0.047833777,0.003427452,-0.013768534,0.23879691,0.082104105,-0.403810081,-0.308087819,0.082405267,0.129393585,0.089935585,0.383465231,0.070459104,"CRP"
"C184",-0.011213479,-0.08139623,-0.024510088,-0.007821522,-0.008403425,-0.125114597,-0.001508407,-0.014779568,-0.126755695,0.10738156,-0.214907699,-0.091492602,-0.080407538,-0.051197167,0.025439861,0.027082228,0.106621525,0.034486499,"CRP"
"C186",-0.004877743,0.041143207,-0.0008358,0.094915247,-0.056302865,-0.084541858,-0.13192198,-0.007764707,0.029664213,-0.234610121,-0.117336118,0.177864983,0.165720488,-0.048988871,-0.115328648,-0.063091028,-0.345432869,-0.00199354,"CRP"
"C187",0.067474141,0.125227985,0.058702576,0.112439211,0.046585306,0.06347755,0.021976024,0.066535229,0.132531874,-0.093477551,0.241863884,-0.452914895,0.044835453,0.04328899,0.064117313,0.08997726,0.163056474,0.089065654,"CRP"
"C190",-0.021264704,-0.001586816,-0.006193503,-0.05889234,-0.058829362,-0.055007545,-0.126538079,0.005320853,-0.038712468,0.036447367,-0.074274001,0.097182528,0.142055134,-0.076733863,-0.116667209,-0.069553576,0.052279117,-0.047703222,"CRP"
"C192",0.071771068,-0.036291283,0.112037287,0.094025064,-0.002361491,0.025356324,-0.116076501,0.042130528,0.026303706,0.064185334,-0.190757687,-0.047665179,-0.045411138,-0.060822835,-0.101952687,0.004917614,-0.052669754,-0.013551078,"CRP"
"C194",-0.000853114,0.036376682,0.037602331,0.077575671,0.005200495,0.039648726,-0.049199857,0.014056779,-0.047840313,-0.082377917,-0.045205545,0.212822841,0.030359496,-0.005249216,0.183681959,0.008005638,-0.338304979,0.116196577,"CRP"
"C195",-0.077228614,-0.030765562,-0.05115556,0.013778835,-0.037523207,0.041260643,0.02946231,-0.029721345,-0.006951297,-0.145597666,-0.081589306,0.126676316,0.02267881,0.025416125,0.16729742,-0.00954024,-0.065454877,0.105609751,"CRP"
"C196",-0.056574896,-0.085456835,-0.08391662,-0.098826345,-0.041500522,-0.058391928,0.154342191,-0.015097446,-0.153031393,0.082170218,-0.192888226,-0.030318687,-0.075338259,-0.040193247,-0.130870659,-0.034683006,-0.040358699,-0.01666085,"CRP"
"C197",0.061462086,0.08874909,0.074706683,0.063538712,-0.000870945,0.047326982,-0.005496498,0.0214251,-0.005076986,0.126916915,-0.052222126,0.309709933,0.097152683,-0.022985705,-0.052890629,0.012454489,0.094748764,0.021055235,"CRP"
"C198",0.107318322,0.10685665,0.062818902,0.014362667,0.034742417,0.147047215,0.143146515,0.052462392,-0.069052561,0.035246553,0.113896242,0.126078494,0.197373078,0.058979444,-0.341661378,0.045735291,0.114181018,0.187401431,"CRP"
"C199",0.046052766,0.08707958,-2.85e-05,-0.011497185,0.040958332,0.09930328,0.085666584,-0.009949147,-0.09918943,-0.356689479,-0.139466663,0.368400159,-0.003057514,0.00172611,-0.157164677,0.038301868,-0.288691886,0.050392838,"CRP"
"C200",-0.151542465,-0.010593679,-0.132539296,-0.099850506,-0.179030361,-0.080028221,-0.085595809,-0.047478478,0.014979002,0.019839037,0.158913201,-0.077961401,-0.059947696,-0.058261434,-0.077620558,-0.168979985,0.206329914,-0.061465415,"CRP"
"C201",-0.010840472,-0.108485119,-0.042083356,-0.147651164,0.034286661,-0.051891877,0.044571127,0.011560905,0.028394946,-0.347429918,-0.017456044,0.206636756,0.033249177,0.086686823,0.034206885,0.021522351,-0.063971632,0.010601162,"CRP"
"C203",0.057611052,0.034178451,0.068426891,0.039702105,-0.015551912,0.061600277,0.120228814,-0.115699503,-0.036086564,0.15760302,-0.019359654,0.057646345,-0.031752039,0.052585924,0.075055577,0.011545257,0.065984613,0.027344876,"CRP"
"C205",0.061579237,0.027252172,0.052329266,0.052221097,0.099227534,0.04212737,-0.010320068,0.027568221,0.031033983,-0.177295358,-0.229436465,0.520826041,-0.280625129,0.058748433,0.125314305,0.102658031,0.188990328,0.090378862,"CRP"
"C206",-0.170858984,-0.089331901,-0.144159597,-0.149193565,-0.078373588,0.111638432,-0.078957086,-0.064897713,-0.121816593,0.013830666,-0.145493667,-0.206492609,-0.311537022,-0.064788933,-0.166697312,-0.096575329,-0.186464418,-0.098476192,"CRP"
"C207",-0.018470144,-0.063611414,0.026528739,-0.02380464,-0.094059704,-0.02570227,-0.065456135,-0.035006543,0.024529587,0.042405539,-0.013037073,0.056342351,0.046948826,-0.065048027,-0.10661657,-0.106853252,-0.11651091,-0.048685451,"CRP"
"C208",-0.068611299,-0.049357555,0.023876523,0.007065097,3.94e-05,0.030795662,-0.106629479,-0.003552385,0.11065297,-0.059547013,0.130847565,0.292794372,0.016805411,0.001062445,-0.197160496,0.006178417,-0.17674722,0.001448009,"CRP"
"C210",-0.110063605,-0.107559424,-0.042100193,-0.049802237,-0.113770524,-0.214654803,-0.048923956,0.01310773,0.027727783,-0.024616268,-0.213596832,-0.167184076,-0.143183168,-0.091730394,-0.293775116,-0.11751754,-0.277936298,-0.062198008,"CRP"
"C211",0.022489721,-2.09e-05,0.073311234,0.086809102,0.02828292,-0.097864335,0.041680713,0.086324661,0.022189364,-0.200378045,0.000817843,0.250947895,0.145581051,0.018429791,0.095448098,0.005867258,-0.277263009,0.125345597,"CRP"
"C212",0.061672575,0.080437354,0.097615,0.081990062,0.066915256,0.024939726,0.013839147,0.069397021,0.042305453,0.035618992,0.051030417,0.265626462,0.040518233,0.063768238,0.116460304,0.060939232,-0.133014952,0.12855222,"CRP"
"C213",0.074768157,0.041016538,0.075608011,0.104265593,0.095681342,0.015233926,0.025740449,0.097850548,0.003523038,-0.16840157,-0.055240368,0.018819693,0.091269705,-0.037252729,0.051461802,0.08616842,0.001467603,0.04831987,"CRP"
"C214",-0.137168092,-0.11024536,-0.100848169,-0.127193567,-0.024442794,0.014278075,-0.112924478,-0.097638855,-0.038009538,0.078756636,-0.090619219,0.083076246,-0.118017534,-0.069643346,-0.058882069,-0.043011954,-0.386765744,-0.077423942,"CRP"
"C216",-0.152487901,-0.073225646,-0.068335819,-0.11116971,-0.167930831,-0.137476401,-0.116104357,-0.011824021,0.054218708,0.080095738,-0.023971295,-0.343199648,0.055107566,-0.043674635,-0.168835661,-0.182676263,0.024373435,0.02842517,"CRP"
"C217",0.02789175,-0.018745524,0.06852927,-0.022006656,-0.036720143,-0.012314193,0.048921383,-0.026748136,0.028773531,0.001737348,-0.189034853,0.054873547,-0.177723071,-0.003104405,0.251973603,-0.021006531,0.261649618,0.021533338,"CRP"
"C218",-0.037016305,0.036094026,-0.056210783,-0.060586118,-0.028544338,0.075873509,-0.035201209,-0.040849485,0.021443873,0.083338622,0.006271546,-0.123883831,0.023213831,-0.00525994,0.090746313,0.025442374,-0.313582092,-0.010532435,"CRP"
"C219",-0.056623325,-0.087850037,-0.047648065,0.007485566,-0.111379369,-0.008610555,-0.015767565,-0.025491463,-0.073009955,-0.001893169,-0.064926553,-0.125103299,-0.27614283,-0.113289137,0.274466126,-0.076419853,0.13761352,-0.10149223,"CRP"
"C220",0.021506859,0.033808633,0.048036765,0.055561734,0.01566104,0.01027202,0.007703442,-0.065078402,-0.161908018,-0.0032986,-0.150761836,-0.106390909,-0.096354853,-0.012970475,0.050160604,0.013839765,0.158218429,0.005798937,"CRP"
"C222",0.007015962,-0.01572496,0.016884603,-0.003698164,-0.033061155,0.028250087,0.008751568,-0.000319829,-0.058085591,0.024147019,0.024350635,0.136683916,-0.050924335,-0.07605985,-0.10041838,-0.025460991,0.101718595,-0.0771843,"CRP"
"C224",-0.08817259,0.014123274,-0.12135969,-0.05612933,-0.166075136,-0.176910504,-0.090690432,-0.093261862,-0.088788502,-0.179899637,-0.127169928,-0.433317261,-0.205909789,-0.139131357,0.171202464,-0.126550936,0.114733223,-0.123451822,"CRP"
"C225",0.031168482,0.013599491,0.034502818,0.025240665,0.096514443,-0.028759428,0.019698047,-0.024227404,0.019602094,-0.040554887,-0.193772822,0.315983908,0.058893736,-0.019332006,-0.01049834,0.050754874,-0.035583918,0.039881314,"CRP"
"C226",0.115070789,0.094536292,0.09064264,0.005610627,0.055870165,-0.000563936,-0.119358698,-0.016566434,-0.065418011,0.163001422,-0.074385045,-0.383546733,0.0238626,-0.086596754,-0.043978398,0.058174742,0.223857884,0.03073137,"CRP"
"C227",0.11961571,0.072602277,0.072651547,0.063168528,0.096638239,-0.054822302,-0.002042082,0.012649853,-0.042111279,0.169355363,-0.100225435,0.259713741,0.02065626,0.062671331,0.103654842,0.104862849,0.220938106,0.094380126,"CRP"
"C228",-0.004411833,-0.103200939,-0.008634862,-0.040183405,-0.030475587,0.100936747,0.047235882,-0.008449105,-0.042848418,-0.168194522,0.05708946,0.100136278,0.029913662,-0.055379075,-0.002759192,-0.01704173,-0.095075308,-0.019269224,"CRP"
"C229",0.121650572,0.057021118,0.089885858,0.103288271,0.137266161,0.071388215,0.080139395,0.073656542,0.045616678,0.018642304,-0.053086396,-0.299693984,0.093969447,0.037299513,0.103254507,0.1341468,0.2055403,0.037920496,"CRP"
"C230",0.10487581,0.037531649,0.165050657,-0.04221536,0.004841359,0.087301988,-0.074343666,0.110932274,0.046968009,0.311745998,0.193885516,0.193674288,0.253228335,-0.017382239,-0.152264566,0.059246156,-0.290700411,-0.059105835,"CRP"
"C231",0.049810813,0.036799051,0.019939665,0.021452975,0.038664605,0.047392924,0.047327983,0.051277934,0.063636862,-0.167691683,0.019077027,0.040163745,-0.086761208,0.029044701,0.160615146,0.056706332,0.130908605,0.093036566,"CRP"
"C232",0.023856222,-0.054876926,0.028927322,0.080271342,-0.016786484,0.027787413,-0.017669598,0.068360481,0.108238993,-0.159833834,-0.041725536,0.052256391,-0.007568855,0.026644753,0.033856033,0.031035088,-0.098314302,0.015537849,"CRP"
"C233",0.088066454,0.050821198,0.058770317,0.027093743,0.05189499,0.064712226,0.000620197,0.00180663,0.020167477,0.124237708,-0.29182522,0.065545762,-0.070350121,-0.028856,0.038296673,0.049965305,-0.0506264,-0.087288045,"CRP"
"C237",-0.001390257,0.100599057,-0.015619857,0.033072578,-0.026072402,0.055316275,0.024328824,-0.04089162,0.078436755,-0.083593484,-0.056791091,-0.092756537,-0.09173186,0.006727643,0.166382345,0.005949981,0.138267573,0.052104009,"CRP"
"C238",0.070623844,-0.00459621,0.026265869,-0.01945905,0.117969964,0.008530221,0.077734988,0.015138372,-0.010895432,0.09168359,-0.136962879,0.416272275,0.023546817,0.020364765,0.156947383,0.057808944,0.022408096,0.019551602,"CRP"
"C239",-0.159838967,-0.10110895,-0.169526636,-0.104176487,-0.221235344,-0.045219604,-0.162231178,-0.093815168,-0.069994382,-0.060402359,0.040714161,-0.000192713,-0.2315529,-0.125715583,0.070394507,-0.170593755,-0.302605376,-0.136083334,"CRP"
"C240",-0.067717881,-0.081676523,-0.022912284,-0.049722584,-0.012300565,-0.033723527,0.034163942,0.029284957,0.053067167,0.116741526,-0.165492242,-0.11364393,-0.024677891,0.015325249,0.025284057,-0.085410753,-0.065905623,0.055673961,"CRP"
"C241",0.019909656,0.031031852,-0.005032304,0.017614973,-0.004221335,0.078920173,-0.021097953,-0.008432658,-0.079809704,0.028661907,-0.038161973,-0.229688652,0.112155517,-0.018014517,0.030234351,-0.007220353,0.100196307,0.117583073,"CRP"
"C242",-0.046129386,0.029262823,-0.015644151,-0.002480679,0.004780433,-0.008508242,-0.025898748,-0.031605658,0.021297835,0.185173543,0.035048498,-0.094830229,-0.014488771,-0.015500855,-0.079060653,0.000850035,-0.095742821,0.054466341,"CRP"
"C247",0.097885644,0.161440631,0.019177327,0.046326261,0.077017604,0.118923871,0.143903924,0.009539846,0.088656022,0.083156392,0.032182017,0.219217011,0.13708975,0.095812406,0.294334786,0.114945468,0.315228571,0.077286264,"CRP"
"C248",-0.076128529,-0.008970972,-0.101855072,-0.057816932,0.015263558,-0.012029886,0.04485203,-0.001252576,0.088249011,-0.16437909,0.137641052,-0.011277104,-0.013469369,0.046230233,-0.111086865,0.020698986,-0.069031082,-0.048805899,"CRP"
"C249",-0.122938048,-0.198868079,-0.144129724,-0.239721625,-9.35e-05,-0.111853704,0.025575987,-0.007761733,-0.060398351,-0.020663908,-0.227977494,-0.587105307,-0.084160307,-0.033533251,0.088681423,-0.037596692,0.075430501,-0.016721549,"CRP"
"C252",-0.106864602,-0.153625624,-0.104973302,-0.055807204,-0.072748177,-0.039457278,-0.012358558,-0.075429343,-0.14141267,-0.143347925,-0.014392219,-0.064866312,-0.342092615,-0.141853239,0.201453268,-0.071975101,0.254293257,-0.058559287,"CRP"
"C255",0.039709948,0.037711218,0.066989495,0.086481511,0.069087704,0.112872631,-0.000711936,0.112539267,0.142143992,-0.124357194,0.02829935,0.128347441,0.090230973,0.032652897,0.103181484,0.04060313,-0.355956923,0.03463297,"CRP"
"C256",0.002575563,-0.000667497,0.029757296,0.07380007,-0.104203745,-0.084427968,-0.15478061,-0.011249781,-0.002877665,0.030192855,-0.05483018,0.023226564,0.158598995,-0.090426686,-0.124881002,-0.119384177,-0.141111218,-0.030354056,"CRP"
"C257",0.032473905,0.014151018,0.060781214,0.072735034,-0.004552858,-0.116786347,-0.016509586,0.049055566,-0.059377371,0.042082414,0.005512094,0.293946467,-0.08937862,-0.028607242,0.026146283,-0.02817373,-0.079366863,0.095392911,"CRP"
"C258",-0.007930859,0.043501149,0.052856074,0.08989898,-0.031018078,-0.052884885,-0.079445912,0.01031458,0.113900777,-0.12467133,0.210214494,0.102485348,0.269141518,0.042412292,0.035544315,-0.012288269,-0.146049273,0.066059864,"CRP"
"C259",0.053056908,-0.030833219,0.005151278,0.022899084,0.053320287,0.025927698,-0.02846504,-0.033468136,-0.042017854,0.127852894,-0.065451875,-0.072994827,-0.072012404,-0.065450351,0.027999909,0.065277446,0.114913859,-0.011307316,"CRP"
"C260",-0.087615821,-0.062756962,-0.051986251,0.055542201,-0.024040184,-0.107226867,-0.020487514,0.082757482,-0.025082724,-0.185158076,0.004760203,0.320466263,0.11098733,0.023268702,-0.008918698,-0.018008794,-0.163850452,0.138904155,"CRP"
"C261",0.031745803,0.076637967,-0.013496142,0.036138281,-0.018070074,-0.058057069,0.020966952,-0.042318992,0.026424783,0.158685007,-0.083356356,-0.230729285,0.048823876,0.006099959,0.061059075,0.001007477,-0.322875556,0.01802327,"CRP"
"C263",0.03613584,-0.00408045,-0.019954349,-0.064488197,0.073876837,0.012282712,0.03317243,-0.035618676,-0.062094679,-0.412674324,-0.066295064,-0.425675053,0.002079551,0.017696854,0.087440728,0.046662184,-0.150619701,0.03948775,"CRP"
"C265",-0.111650115,-0.147349477,0.012241036,-0.112522238,-0.090911455,-0.212538943,-0.092845953,0.049843676,0.046236597,-0.221515385,-0.22001869,-0.591117332,-0.22190923,0.0495439,-0.005949313,-0.079525107,0.031900384,-0.062873084,"CRP"
"C266",-0.012211606,-0.102170388,-0.039621944,-0.028259256,-0.019911012,0.084461917,-0.026830201,0.0157118,-0.130425859,0.047454854,-0.142035106,-0.461420341,-0.10551347,-0.057743559,-0.118974636,-0.035160108,-0.205903038,0.012261912,"CRP"
"C267",-0.097809895,-0.017313709,-0.108969527,-0.060791704,-0.075458683,-0.075418958,0.018335754,-0.064313736,-0.083987946,-0.381405411,-0.127827784,-0.536451097,0.079486529,-0.114212301,-0.035797795,-0.081776055,-0.323948686,0.117955879,"CRP"
"C269",0.060575928,0.050291577,0.058653667,0.122279898,-0.025316501,-0.053256305,0.016558249,0.04490518,0.107426697,-0.155812688,-0.169402851,0.117254179,-0.137802543,0.003339312,0.046302434,0.007171835,0.043101556,-0.035329832,"CRP"
"C271",0.023678013,0.032414569,0.007159811,0.057040392,0.078267491,0.08699587,0.037997401,0.015201973,0.113783537,0.077605734,-0.13535325,-0.139525571,-0.124478794,0.058962616,0.04077573,0.047740694,-0.015342069,-0.0518922,"CRP"
"C272",0.011450804,0.079943233,-0.05314581,-0.20748107,0.065033473,-0.047094267,0.16288543,-0.01729471,0.016509632,0.051204257,-0.118991646,-0.137243641,-0.428623067,0.069941959,0.106543527,0.017748498,0.265889579,0.017656079,"CRP"
"C274",0.039984108,0.041163591,-0.001326862,-0.016048013,0.097644314,-0.058965435,0.078710132,-0.047509612,-0.059602722,0.167689698,-0.112570365,0.285227373,0.17166354,0.044069829,0.152768042,0.091990296,0.016003195,0.068516944,"CRP"
"C275",0.01466041,0.056493729,0.009926357,0.070793573,0.010842593,0.073156684,0.085364538,0.000472356,0.054479745,-0.118492946,-0.033236775,-0.199213551,0.248033776,0.015649716,-0.036331122,-0.005276688,-0.107138325,0.02047066,"CRP"
"C276",-0.022722194,-0.044187659,0.025948891,0.038300334,-0.007559235,0.1112956,-0.113588032,0.061307771,0.10236718,-0.352788884,0.1771483,-0.138810869,0.214804063,0.003191779,-0.107812419,-0.017985482,0.022682786,0.019381065,"CRP"
"C277",-0.044792661,0.016468136,-0.028421621,2.56e-05,-0.121237291,-0.051460111,-0.277829342,0.004788515,-0.069950778,-0.220147756,-0.107605942,-0.067431876,-0.020926206,-0.119821506,-0.234528247,-0.135165783,0.018891388,0.064627427,"CRP"
"C278",0.002660189,-0.053474727,0.038268093,0.054168466,0.04812663,0.039711161,-0.015235082,0.04378251,0.024273729,-0.1146356,0.105336472,0.248309005,-0.034843994,0.022614907,0.164819894,0.05809869,-0.024050059,0.065296616,"CRP"
"C280",0.064440237,0.068017696,0.052511177,-0.005821528,-0.030130679,0.008448969,-0.019084974,-0.006289039,-0.043122664,0.103726342,0.038807194,-0.36227944,-0.046160465,0.005754824,-0.048350895,-0.010817024,0.212906308,0.0151536,"CRP"
"C282",0.060901986,0.069413082,0.021112008,0.074634303,-0.007794497,0.109912152,0.044293174,-0.057763812,-0.054866159,0.138716534,-0.107360716,-0.157966973,0.139823236,-0.003579758,0.185435336,0.004011297,0.239477817,0.031978381,"CRP"
"C283",0.072177171,0.008666597,0.052827848,0.006576096,0.01168288,-0.019178982,0.040764008,0.016184562,0.015927878,0.194923789,-0.003707709,-0.157173283,0.077672951,0.061438154,0.197903729,0.027740962,0.489994984,0.114773238,"CRP"
"C284",0.037003489,0.029987286,0.045994664,0.027266602,0.057843915,-0.034124311,-0.041964014,0.039475808,0.085706025,-0.102228156,-0.063182836,0.253643171,0.043583962,0.021096192,-0.029946729,0.051860338,0.007060212,-0.000668725,"CRP"
"C287",-0.094508613,-0.14469873,-0.065379975,-0.181499138,-0.050591014,-0.073953436,-0.111396911,-0.066729242,-0.099869904,0.11757274,-0.138854407,-0.030515089,-0.155058251,-0.130653385,-0.139485909,-0.067481193,-0.268674977,-0.090629116,"CRP"
"C288",-0.033207594,-0.020230788,0.01813999,0.074828578,0.012224863,0.037513986,-0.00877046,-0.001230656,-0.014841732,-0.117068331,-0.133633921,0.112131935,-0.048137366,-0.028365696,0.071359701,0.018100972,0.10166168,0.000793609,"CRP"
"C289",-0.100128401,-0.084401074,-0.10759251,-0.075981447,-0.046575461,-0.128774398,-0.017113838,-0.034264279,0.008035833,-0.228525796,-0.105892232,0.103933852,-0.057317475,-0.004797992,-0.205667135,-0.085655138,-0.104741005,-0.062071597,"CRP"
"C291",-0.026987103,-0.098750853,-0.110032199,-0.105329951,-0.107845362,0.00311971,0.009288863,-0.051257355,-0.101009802,-0.193551042,-0.181302901,0.009742269,-0.157314049,-0.100126639,-0.088658428,-0.089764817,-0.28842329,-0.002668375,"CRP"
"C292",0.003876546,0.016142017,0.010925626,0.045198468,-0.029504333,-0.060302558,-0.04697154,0.0326334,-0.000653048,0.046117425,0.126515372,0.037831703,0.094663791,-0.014094866,-0.021933905,-0.021195845,-0.148539736,-0.082479616,"CRP"
"C293",0.073552172,0.134006772,0.062823938,0.087981146,0.000456636,0.047372309,0.072974437,0.061199812,0.058026792,0.220105038,0.308109904,0.182643574,-0.030079948,0.07653329,-0.02709532,0.03271227,0.238348909,0.04659675,"CRP"
"C294",-0.050817052,-0.04523396,-0.043929237,-0.038951252,-0.020832816,-0.053039498,0.069352355,0.032536158,-0.095470731,-0.140506771,-0.191521606,-0.346916752,-0.005636396,-0.052856793,0.012515725,-0.027497814,0.03208452,0.01541551,"CRP"
"C296",-0.033948874,-0.038242207,0.030118216,0.087686358,-0.051333507,-0.0241919,-0.110252772,0.020281771,0.055072242,-0.286315422,-0.024026782,0.132473057,-0.206268285,-0.019818606,-0.131564112,-0.070904983,-0.004937408,-0.016388562,"CRP"
"C298",-0.048293845,-0.068594352,-0.014820684,-0.015762411,-0.039077735,-0.042758683,-0.077906786,-0.014252833,-0.007036338,-0.023157716,-0.053135983,0.085491381,-0.025740455,0.003688921,0.068232078,-0.041841004,0.049299623,0.0389452,"CRP"
"C301",0.012152197,-0.05434414,-0.000546333,0.150861541,-0.086714741,-0.166833152,0.013479675,0.083477216,0.043324138,-0.162306267,-0.001970962,-0.214122981,-0.109581217,0.005803072,0.126800398,-0.05062587,0.320853412,0.034999895,"CRP"
"C304",0.122292463,0.141812201,0.091318577,0.010871616,0.006937934,-0.01743156,-0.046800126,0.068578446,-0.005896117,-0.109459284,0.000700076,-0.242750842,-0.016198928,-0.047074595,0.072785787,0.011374549,0.248049585,0.02490026,"CRP"
"C305",0.012930588,0.04645848,-0.004709972,0.102985382,0.085803685,0.121600797,-0.042516822,0.043576903,-0.044649225,-0.14592547,-0.009314425,0.134009961,0.070723836,-0.006863637,0.102864714,0.081642334,-0.120851633,0.048621162,"CRP"
"C307",0.058289793,0.019959651,0.019060485,0.011346949,0.06925867,-0.041237242,0.145702101,0.037871301,0.033669918,0.044418458,0.038956208,0.101203008,-0.102071822,0.122219371,-0.120391954,0.04689911,0.237270122,0.121060157,"CRP"
"C309",-0.048289978,-0.060633953,-0.063405313,0.004417842,-0.007129564,0.107220835,-0.016438904,-0.073307514,0.040282059,-0.005997128,-0.104633879,-0.182317092,-0.059117024,0.03187763,0.142606675,-0.014302844,0.118380449,0.014331678,"CRP"
"C311",-0.045097196,-0.004746844,-0.016400303,-0.113058134,-0.063814713,-0.024358935,-0.01756175,-0.061524614,-0.023362996,0.077214044,-0.06342364,0.227999838,0.023543988,-0.024859755,0.046579812,-0.056636537,0.024257012,-0.128572001,"CRP"
"C312",0.040533391,-0.011742157,0.066803079,0.10239704,0.062860712,0.083742646,-0.027276884,0.116317688,0.000685819,-0.192992614,0.013103459,-0.27160284,0.102872727,0.025882606,-0.073029718,0.046871002,-0.165791408,0.089435648,"CRP"
"C313",-0.030926261,-0.040330057,-0.004169754,0.043733829,-0.036410585,0.013180722,0.008758875,0.005154399,-0.071236536,-0.129151976,-0.022936495,-0.083662298,-0.032384397,-0.029400759,-0.086074858,-0.066553138,-0.019233778,0.068216355,"CRP"
"C315",0.069998878,0.009882694,0.056404764,-0.124612439,0.134216397,0.066608898,0.056028253,-0.049905366,0.06545866,0.202054104,-0.069871398,0.566784435,0.044506415,0.073074193,-0.023384573,0.108449997,-0.221039729,0.014317817,"CRP"
"C319",-0.019691599,0.021032941,-0.022392617,-0.01233821,-0.013695973,0.041141104,-0.03747769,0.009411753,-0.067689192,-0.056519992,-0.220436235,-0.322737548,-0.187784848,-0.047491206,-0.105027757,-0.036242156,-0.121367408,0.010760573,"CRP"
"C322",0.109504952,0.03911814,0.092758699,0.055981869,0.062493671,0.14546689,0.030815885,0.029368581,0.030196503,-0.09211793,-0.061366717,-0.431321211,-0.169086495,-0.054768116,0.205961283,0.070850667,0.066882296,-0.038118877,"CRP"
"C323",0.085669085,0.084013543,0.060175482,0.106413568,0.040675496,0.040990766,0.003667091,0.054907537,-0.056506614,0.252980714,-0.159034617,-0.037630285,0.193364131,-0.005272459,0.044930643,0.080691489,0.122746289,0.054867313,"CRP"
"C324",0.120611549,0.068907782,0.134767399,0.178361484,0.100241295,0.046821511,0.022291359,0.085424155,0.03216253,0.055363824,0.181675623,0.400339927,0.074875716,0.08995637,0.056191005,0.094421007,0.052156161,0.144091032,"CRP"
"C325",0.106390275,0.096266386,0.047791216,0.039555324,0.17179235,0.024953142,0.12321997,0.028048711,0.012439774,0.003162065,-0.064770846,0.177869836,0.170621922,0.03646513,0.216789419,0.169989359,-0.231288503,0.10950052,"CRP"
"C327",0.017653763,0.013565075,0.025623135,0.110515654,0.082411585,0.149116376,-0.064544023,0.008941408,0.017847548,-0.021585262,-0.001617964,0.082789118,0.018915263,0.071997043,-0.148287079,0.05754789,0.017734519,-0.042988863,"CRP"
"C328",-0.003998652,5.68e-06,-0.082181677,-0.078027825,0.079053051,-0.098470429,0.046654066,-0.055059425,0.039457363,0.303030684,-0.273315833,0.166970282,-0.06559763,-0.006454402,0.24501232,0.061735999,-0.012187761,-0.057307712,"CRP"
