"ID","point5.8.dentigerous.arm.width.resids","point7.5.dentigerous.arm.base.resids","point1.2.lower.jaw.length.resids","point8.9.dentigerous.arm.depth.resids","point2.11.palatine.height.resids","point2.3.jaw.closing.inlever.resids","point15.16.cranial.height.resids","point14.15.orbit.diameter.resids","point2.18.suspensorium.length.resids","point9.10.ascending.proess.length.resids","point2.4.opening.inlever.resids","point12.19.nasal.tissue.protrusion.resids","point11.14.ectopterygoid.resids","point16.18.head.depth.resids","point12.13.maxillary.head.protrusion.resids","point6.11.maxilla.length.resids","point11.13.maxillary.head.height.resids","point17.18.pelvic.girdle.length.resids","population"
"C329",-0.00133798,0.083234163,0.008646095,-0.031932507,0.097437246,-0.002210152,0.133157803,0.141929426,0.02688762,0.052477921,0.05281381,0.198827836,0.227989403,0.096815994,0.094970648,0.059161491,-0.155920635,0.175019464,"CRP"
"C331",0.03051725,0.033316972,0.055593531,0.118135542,0.086564539,0.157881037,-0.009427401,0.051364775,0.137782411,-0.136890735,0.192894071,0.221822451,-0.077311675,0.025647394,0.072230675,0.084758153,0.016271251,-0.072667131,"CRP"
"C332",-0.066858381,-0.024677189,-0.052301434,-0.144037897,-0.008220952,0.095792429,-0.031453088,-0.063232152,-0.09757039,-0.062368138,-0.077551161,-0.313129281,-0.032503677,-0.059861612,-0.157866839,-0.035302273,-0.168243198,-0.091155221,"CRP"
"C333",-0.06749873,-0.072702595,-0.028181957,-0.053008107,-0.041893569,-0.011596471,-0.139135504,0.007950988,-0.035574404,0.074369721,-0.047964781,-0.159004743,0.062597674,-0.073329808,-0.181318239,-0.064834543,-0.205178048,-0.065401014,"CRP"
"C334",0.063932372,-0.069151351,0.107778038,0.085979995,0.062705347,-0.011995605,-0.045567555,0.117609371,0.065799385,-0.201323607,0.062019708,-0.022885588,0.009190537,0.004331125,0.20562179,0.06721205,0.206036278,0.044936796,"CRP"
"C335",0.113769327,0.077263714,0.133911044,0.074134683,0.091362512,0.060049446,0.073942833,0.037076428,0.035914845,0.041526903,0.05539386,0.079397164,0.035166408,0.014438137,0.175377524,0.09283021,0.078032659,0.045470169,"CRP"
"C338",-0.011484913,-0.009295841,-0.017341962,-0.067705734,0.053630872,0.009129532,0.034321935,-0.011457418,0.049805365,0.049941839,-0.016193531,0.117545207,-0.098297111,0.069996022,0.120650164,0.043575527,0.008227386,-0.036016831,"CRP"
"CM02",-0.000438392,0.021628495,-0.045450003,0.039384044,0.098783924,0.051742133,-0.025064585,-0.019702526,0.080409578,0.0700699,0.093665326,0.209566815,0.200278667,0.090462766,-0.019992983,0.077043614,-0.355034975,0.041465324,"CRP"
"CM03",0.070292317,0.056544665,0.124275942,0.119353185,0.120311431,0.067761365,-0.153877777,0.019500019,0.017905464,-0.021952596,0.10558413,0.237002655,0.114840806,-0.045903736,-0.010591134,0.088119117,-0.154720001,0.077043331,"CRP"
"CM05",-0.023506646,0.006895957,0.006502513,0.02710518,-0.014578923,-0.10643934,-0.094884271,0.018681607,0.013742519,0.126367527,-0.176590286,0.146971089,0.072198436,-0.030755093,-0.12539899,-0.011047575,-0.131446307,0.072712981,"CRP"
"CM06",-0.088760492,-0.024666931,-0.06416475,-0.159939085,-0.104666931,-0.12858006,-0.170813133,-0.02377029,0.021692616,-0.024850755,0.020864343,0.147701843,0.084749443,-0.129325087,-0.131869244,-0.123321426,-0.514435841,-0.020250621,"CRP"
"CM07",0.140924103,0.1367825,0.127207667,-0.010477581,0.122749962,0.073394861,0.146901816,0.096136021,0.00899523,0.092986249,-0.020211854,-0.178184624,0.256682939,0.088224683,-0.174201011,0.118720399,-0.307075489,0.10490434,"CRP"
"CM08",-0.003140333,-0.039188037,0.015320813,-0.074094187,-0.029190539,-0.142562847,-0.083242144,0.034006629,0.041520428,0.030814563,-0.037267467,-0.007453621,0.09668471,-0.12435243,-0.303770247,-0.052726972,-0.486264454,-4.99e-05,"CRP"
"CM10",-0.053747537,0.030178793,-0.068815734,-0.017645365,-0.080982232,-0.07349722,-0.098079495,-0.015855231,0.003090324,-0.110942379,-0.107129719,0.100892142,-0.047909932,-0.085098041,-0.161842866,-0.094883954,-0.273487693,0.01553351,"CRP"
"CM11",-0.042508469,-0.080388785,-0.059688315,0.028047297,-0.0401961,-0.006907218,-0.060090593,-0.015817536,-0.076892546,0.024692533,-0.085491385,0.002776748,0.122101971,-0.098241348,-0.039718098,-0.039894059,-0.511028159,0.021944321,"CRP"
"CM12",-0.061161752,-0.031285575,-0.001266,0.065645827,-0.111402228,-0.003049611,-0.171392562,-0.016072916,0.080122986,-0.044955518,0.167712298,0.314650046,0.004729611,-0.031651811,-0.145344375,-0.023617416,-0.446908981,-0.010422065,"CRP"
"CM13",0.033656944,0.069014969,-0.002480206,-0.071238382,-0.00598757,-0.029572753,-0.014144625,0.028297649,-0.037135091,0.131405826,-0.061573356,0.288296451,0.297756386,-0.004162102,-0.057677214,0.006317237,0.008459558,0.075137508,"CRP"
"CM14",0.086635811,0.070873853,0.071837182,0.000136992,0.017608579,0.058918751,-0.064871936,0.015674245,0.007412224,-0.093366149,-0.054162611,0.080015502,0.17623694,0.017386164,-0.102076231,-0.030295855,0.038294494,0.031975144,"CRP"
"CM15",0.048522437,-0.025103386,0.026593354,0.04802973,0.043892793,0.038447223,-0.008211146,-0.017178131,-0.023444769,-0.004130313,-0.120131137,0.148854538,0.047751193,-0.069737698,0.063514803,0.031122595,-0.307322998,0.017377219,"CRP"
"CM23",-0.014872616,-0.005587834,-0.031026238,-0.068942366,-0.052031348,-0.093981726,-0.031253816,0.003400879,-0.007481276,-0.084230259,-0.031540201,-0.00121035,0.256940667,-0.004466524,-0.225171125,-0.020031735,-0.158691421,0.012198603,"CRP"
"CP216",0.061219143,-0.00763018,0.056025092,0.073277764,0.081514196,0.065176613,-0.123572889,0.055042519,0.001566761,0.094141997,-0.008629519,-0.529192534,0.059965998,0.006507292,0.138521568,0.063673446,0.019668238,-0.022143893,"CRP"
"CP235",0.019794619,-0.06999781,0.032330489,0.060512505,-0.137766596,0.057907046,-0.087449659,0.076272526,-0.003304264,-0.008839114,0.18296518,0.477576535,-0.023482436,0.020966912,0.035056014,-0.03385851,0.192835951,0.066717972,"CRP"
"CP238",0.101620253,0.111811284,0.114452385,0.122383966,0.100042891,0.094389115,0.088422001,0.035062511,-0.02803824,0.088533415,0.173347094,0.023083726,0.235556483,0.142688125,0.01186974,0.052574402,0.21040892,0.098377931,"CRP"
"CP262",0.14279603,0.046341675,0.113385056,0.068853251,0.083972167,0.059124366,-0.019603604,0.085080137,-0.050169935,0.112885427,-0.063696744,-0.316084525,0.188492514,-0.038082473,0.089534377,0.070982632,0.336747849,0.059863423,"CRP"
"CP276",0.120437432,0.120434836,0.082703277,0.028818871,0.12169889,0.112793455,0.054732844,-0.046882577,-0.089452462,-0.127529259,0.395002564,0.461174693,0.086115094,0.052581163,0.154991826,0.134709835,0.096366506,-0.027448108,"CRP"
"CP288",0.098154555,0.051900784,0.046596022,0.098709515,0.062000241,0.008830568,0.072740775,0.047672876,-0.074755168,-0.054670997,-0.1379833,0.000340194,-0.001550925,0.01787144,0.111472556,0.071448392,0.099225391,0.073448482,"CRP"
"CP292",0.136365278,0.100047329,0.163814044,0.150077632,0.152011442,0.099118786,0.080332489,0.031049614,0.012393078,-0.001128781,0.085018908,0.348919253,0.116818315,0.114644943,0.103400486,0.135048202,0.257985956,0.129264063,"CRP"
"CP299",0.038114475,-0.002309832,0.007098609,-0.029967842,0.062864762,0.039508704,-0.042658649,-0.082225989,-0.057281654,0.15231307,0.025912699,-0.145462346,-0.053684665,-0.016642303,-0.017888221,0.101394183,-0.131782389,-0.04758049,"CRP"
"CP302",-0.159107972,-0.121046188,-0.125466263,-0.126160015,-0.090682221,-0.019551412,-0.066666058,-0.095516156,-0.025015221,-0.330028759,-0.109913756,-0.106413778,-0.290532489,-0.06688552,-0.118258418,-0.103199672,-0.727964688,-0.113326449,"CRP"
"CP303",0.007454895,0.065671931,0.009717234,-0.060542636,-0.011298349,-0.004914685,-0.029788038,0.023059559,-0.039993041,0.150180663,0.062002758,0.006592044,-0.102552075,-0.046155982,0.111995683,-0.002989952,0.259892565,-0.001396324,"CRP"
"CP324",-0.011605122,0.002651688,-0.013772999,-0.076308435,0.063406659,-0.010127141,0.15135157,-0.070447967,-0.050069943,-0.051790282,0.117768933,0.140323074,0.073840454,0.111435279,-0.072906391,0.016967125,-0.050386292,-0.014437856,"CRP"
"CP330",-0.004487772,-0.042496709,0.016285972,0.05536968,0.027639467,-0.02893803,0.065036005,-0.020239708,-0.132157427,-0.163868786,-0.058487824,-0.157595143,0.097521375,-0.008142376,-0.011415093,-0.017008705,0.065311366,0.062422952,"CRP"
"CP335",0.047227834,0.067707558,-0.016567173,-0.058671545,-0.066353916,-0.147583912,0.068023801,-0.055405925,-0.174057426,0.140619862,-0.117896432,0.068754569,-0.113679067,-0.084775581,-0.091867086,-0.050429337,-0.119163485,0.04416261,"CRP"
"CP340",0.025827172,0.065427781,0.016309487,0.035834636,0.074578731,0.127054638,0.075673402,0.008625436,-0.053636905,0.052807328,-0.017029078,0.235293431,0.009550588,0.0584177,0.020639566,0.060076247,0.047517516,0.072671907,"CRP"
"CP343",0.084794926,0.065861418,-0.044529684,-0.257795409,-0.049109513,0.027098069,0.140975628,0.031619238,-0.011270296,0.105239841,-0.059056783,-0.293414527,-0.386368087,-0.023481954,-0.187224363,-0.04224445,-0.258286538,-0.144175184,"CRP"
"CP350",-0.093495106,0.006219741,-0.02424947,0.047019448,0.025477649,0.123952199,0.087186229,-0.126254001,0.050627286,-0.154472356,0.060121162,0.07669732,-0.174174136,0.047189907,0.251836279,0.019195323,0.393303534,-0.042568264,"CRP"
"CP358",-0.102075535,-0.09412165,-0.068632275,-0.006063,-0.020999835,-0.030960326,-0.093584577,0.01466211,-0.019077674,-0.058491172,0.128121565,0.060513906,0.023213693,0.005030177,-0.007743415,-0.037592513,-0.147774263,0.07151716,"CRP"
"CP375",-0.042146676,0.038734021,-0.031556336,0.007705867,-0.024858343,0.071952421,-0.06830348,-0.032813012,-0.055634376,-0.128755972,0.061340578,-0.17124158,0.077820948,0.039574213,-0.088765379,-0.003086653,-0.225642165,0.068552102,"CRP"
"CP380",0.032690304,0.030429971,-0.001908517,0.009814552,0.023500767,-0.070347175,0.003030041,0.04756335,0.05479414,0.103052361,0.151567869,-0.232644605,0.11103148,0.002752524,0.00636763,0.033148122,0.058100715,0.046937755,"CRP"
"CP396",0.04120929,-0.097207165,-0.020242663,-0.033089289,0.003770849,-0.025998213,0.058489594,-0.033094647,0.048646712,0.088754901,-0.163021443,-0.19427593,-0.019980712,0.008669059,0.158128423,0.002004029,0.356723877,0.041807534,"CRP"
"CP397",0.128273861,0.183063417,0.113990695,0.097954767,0.008237726,0.002502739,0.017347804,0.161468106,0.011868694,-0.126474527,0.028325325,-0.23776907,0.198240051,-0.009825008,0.069554454,0.033608584,0.166113967,0.033482558,"CRP"
"CPH193",0.004649359,-0.016969702,0.039768144,0.026808125,0.06199718,0.073465449,0.037471898,0.031067627,0.081008507,-0.038767711,-0.214802736,-0.12116728,-0.099274273,0.100048638,-0.008415376,0.037409432,0.323106832,-0.035278092,"CRP"
"CPH195",-0.01099238,0.006174102,0.00483128,0.026752879,-0.022219487,0.056345193,-0.023103009,0.05186466,-0.070558403,-0.276378264,-0.10522293,-0.212522365,0.078856373,-0.044543057,-0.030930936,-0.023286063,0.042778636,0.036331468,"CRP"
"EM01",0.014480826,-0.009098477,0.026676951,0.090029576,0.058376902,0.054752396,0.078390839,0.053604284,0.006213101,0.278771707,0.049114643,0.027819269,0.099483181,0.065151767,0.038112726,0.027632914,-0.038061563,0.024205976,"CRP"
"EM02",-0.086059225,0.023788666,-0.08300606,0.028558176,-0.00584676,-0.080040639,-0.035494192,-0.06327044,-0.058898994,0.107080366,-0.01941599,0.090338944,-0.011501644,0.005860316,0.030184663,-0.027017125,0.083795572,-0.051725775,"CRP"
"EM03",0.069030622,0.068102264,0.019672296,-0.010744954,0.013506466,-0.016814524,0.05467541,-0.054343949,0.034664598,0.097035884,-0.100645458,0.093895298,-0.169108419,-0.04033919,-0.076226039,0.025682111,0.077782389,-0.150109256,"CRP"
"EM04",-0.042409636,-0.081766587,-0.09965818,-0.079742707,-0.041439791,-0.016920814,0.022899314,-0.072073522,0.029290499,-0.002105783,-0.014875244,-0.155548047,-0.126525878,-0.01698972,-0.16478329,-0.015710639,-0.32819909,-0.071295883,"CRP"
"EM05",-0.049877444,-0.020584517,-0.068455643,-0.018136491,-0.074075481,-0.070229411,-0.08582291,-0.083201703,0.019354884,0.079052432,0.076198079,-0.048666595,0.011409337,-0.027225669,0.036784613,-0.072108441,-0.293771875,-0.094748823,"CRP"
"EM06",-0.07877557,-0.094210679,-0.055493934,-0.012373899,-0.045154843,-0.002370094,-0.103724496,-0.097753476,-0.079739701,-0.055577112,0.060187727,0.176700958,0.050137763,-0.045893319,-0.040640806,-0.060688475,-0.22664249,-0.157158254,"CRP"
"EM09",-0.038453197,-0.000664721,-0.022228915,0.006747122,-0.031753161,-0.013790813,-0.019658047,-0.018924745,0.041435109,-0.09123065,0.0527139,0.085561494,-0.05127691,0.021266822,-0.006335428,-0.02088294,-0.267907287,-0.049961482,"CRP"
"EM10",-0.035926832,-0.074631756,-0.022344528,-0.048373748,-0.080006144,-0.000494052,-0.081068899,-0.037395652,0.057950891,-0.137683324,-0.163542673,-0.030235882,0.019313085,-0.089704356,-0.110505135,-0.093364541,-0.212594047,-0.088251921,"CRP"
"EM11",-0.005678129,-0.06478249,-0.071642365,-0.088153386,-0.02661482,-0.077539453,0.123898563,-0.030037549,-0.010531342,0.155766717,-0.089917525,-0.147719734,-0.023006714,-0.013783916,0.108532069,-0.04463965,0.206776538,-0.060843485,"CRP"
"EM12",0.025538785,0.029305653,-0.014009891,-0.039294335,0.008026966,-0.018034958,0.059919832,-0.004386269,0.025582736,0.24084183,-0.137219027,0.185549099,-0.051149593,0.004514137,0.08130189,0.028502004,0.0969699,-0.018087624,"CRP"
"EM14",0.032651285,0.064991168,-0.014782655,0.055987413,0.075830505,0.090827476,0.049609149,-0.027952563,-0.00102192,0.383295174,-0.114415214,-0.080000094,-0.171963866,0.015848701,0.244619031,0.057397509,0.062599775,-0.063393234,"CRP"
"EM19",-0.103448726,-0.098023668,-0.122069801,-0.072735153,-0.060409074,-0.076023224,0.00987314,-0.047434527,-0.043139886,0.015754897,-0.052193017,0.070341177,-0.106011247,-0.037297999,0.100516956,-0.084113902,-0.029074775,-0.063856918,"CRP"
"EM20",-0.062204885,-0.017327737,-0.077848015,-0.051889673,0.026810801,0.037734894,-0.062588539,-0.03853832,-0.109325017,-0.134790782,0.048075154,0.343868739,-0.071262132,-0.034662834,0.112889383,-0.022163253,-0.126829873,-0.063637274,"CRP"
"EM21",-0.013468637,-0.003057075,-0.017464225,0.075950429,0.085161336,0.037040488,0.044135583,-0.042297101,0.002348887,-0.065742154,-0.066333948,0.427963794,0.063905305,0.104711157,-0.087185665,0.037603736,-0.004058667,-0.000102556,"CRP"
"EM22",-0.126335825,-0.02887095,-0.113595546,-0.137753039,-0.069728706,-0.006860527,-0.059660216,-0.073399231,0.047771127,0.047129169,-0.05034934,-0.034437349,-0.025719527,-0.046666496,0.004615581,-0.069397144,-0.135704956,-0.076839863,"CRP"
"EM23",-0.083005354,-0.023454291,-0.076107196,-0.025960081,-0.034201028,0.029136364,0.00993405,-0.019741049,0.056746253,0.084005702,0.060028371,-0.247563501,0.075832116,0.001586641,-0.003578704,0.005211409,-0.482484975,-0.109816423,"CRP"
"EM24",0.046587545,0.041983786,0.037925761,0.009989501,-0.00303403,0.05395902,-0.00740988,0.012961778,0.04280946,0.069081025,0.234199352,0.050097394,0.005922667,0.00576927,0.109225423,0.016070818,-0.007612646,0.011637808,"CRP"
"EM25",0.007116399,0.077714747,0.021068202,0.006833766,-0.016992493,0.016055118,-0.049535628,0.019190158,-0.037049141,0.17868214,0.015066603,-0.040461392,-0.057836268,-0.005944052,0.018914227,-0.057819017,0.02228364,0.084924453,"CRP"
"EM27",-0.010356074,0.047439029,-0.030393241,-0.04269421,0.020235657,0.120336496,-0.039699648,0.013863064,0.173302016,0.341580673,0.070361826,0.083748266,-0.155525846,0.04577794,-0.013856349,0.047616235,0.007841735,-0.116747979,"CRP"
"EM29",-0.110071383,-0.08707692,-0.117239725,-0.048425241,-0.015785325,-0.022303427,0.010152225,-0.033776483,-0.042240119,0.067967773,-0.177683076,0.146776252,0.090611232,0.011244049,-0.11330824,-0.055675098,-0.099512536,-0.028093661,"CRP"
"EM32",-0.008966927,-0.031953199,-0.036705758,-0.043751894,-0.003216922,-0.01503021,-0.026663618,-0.027531623,0.093748308,0.205404832,-0.085561685,-0.1098627,-0.057836511,0.016607687,0.027861896,-0.015846157,-0.090585523,-0.080780026,"CRP"
"EM33",-0.100443891,-0.023907797,-0.079929954,-0.10786937,-0.034528306,-0.012454299,0.019978051,-0.087490605,-0.026173766,0.198636843,0.050325725,0.200887442,-0.113004546,0.010151209,0.066053324,-0.065180526,0.054860493,-0.057916381,"CRP"
"EM34",-0.064982568,0.042207127,-0.108639812,-0.041708631,0.03480808,0.028410598,0.059091633,-0.012601802,0.053450025,0.12847347,-0.106676812,0.039114988,0.02277457,0.084582633,0.022233798,0.014658914,0.064997013,-0.113659441,"CRP"
"EM36",-0.022401329,-0.055968433,-0.000390066,-0.014197328,0.009968999,-0.07808093,-0.045793934,-0.059630141,-0.040936797,0.15828948,-0.039820204,0.23435658,0.067370325,-0.043317766,0.1223425,-0.016356024,0.04388923,-0.04291694,"CRP"
"EM38",-0.073511616,-0.077612018,-0.078989549,0.008006567,0.015470657,-0.023514927,-0.105915859,-0.046211368,-0.091710896,-0.026785775,-0.22475745,0.188008913,-0.039842856,-0.054609938,0.073662438,-0.004289653,-0.100588866,-0.047857399,"CRP"
"EM40",-0.032266983,0.011921969,-0.094181238,-0.056407606,-0.085552504,-0.043722278,-0.028804475,-0.019253843,0.019584846,-0.038948441,0.120032951,-0.177679316,-0.014959753,-0.012043469,0.02879661,-0.069593214,0.096298041,-0.006641832,"CRP"
"EM41",-0.092942911,-0.026145475,-0.102860445,-0.023144633,-0.074956462,-0.061777003,-0.00468128,-0.054350919,0.024388381,-0.07346916,-0.028663102,-0.142901474,0.023952947,0.014219404,-0.09050762,-0.096202682,-0.163018245,-0.079643345,"CRP"
"EM42",-0.099858111,-0.066646637,-0.115754075,-0.006036011,-0.031676325,-0.010492487,-0.039157947,-0.062730229,-0.044139588,-0.001575161,-0.088029523,0.121244154,-0.110796345,-0.025283863,-0.00573424,-0.046483335,-0.211747355,-0.111302191,"CRP"
"EM43",0.119532011,0.096280387,0.1426453,0.180941228,0.130627404,0.045002163,-0.093299455,0.053529252,0.070946977,-0.029380989,0.145107084,0.31945249,0.239281874,0.08079508,0.105576217,0.1015846,-0.295229449,0.036661739,"CRP"
"EM44",-0.102177138,-0.040557751,-0.05657874,0.007889075,-0.044781863,-0.043032311,-0.080254382,0.02224477,-0.111704762,0.013290755,0.023867165,0.278696479,-0.118371694,-0.035568543,-0.094255881,-0.091641982,-0.020449038,0.045818118,"CRP"
"EM45",0.045510681,0.051841576,0.031462345,0.115847663,0.05848054,0.071280294,-0.093175038,0.024143668,0.052393303,-0.006590761,0.110174854,0.021122487,-0.088956235,0.021935222,-0.095041343,0.046890426,-0.051105416,-0.077715283,"CRP"
"EM46",-0.041678846,-0.063330112,-0.088991641,-0.088282924,-0.009585989,-0.043548897,0.030208639,-0.029093178,0.053832007,0.142206207,-0.113073881,0.021784811,-0.101696132,0.030849537,-0.036135551,-0.034335558,0.008764099,-0.148476575,"CRP"
"EM47",-0.078169115,-0.048003784,-0.06693107,-0.081461241,-0.051416116,-0.011717801,-0.06131255,-0.006257185,-0.052276769,-0.081129917,-0.052206014,0.019281662,-0.165786081,-0.052494417,0.02946628,-0.082532089,-0.01455663,-0.076089728,"CRP"
"EM50",-0.044367505,-0.085669442,-0.016101466,0.056790137,0.040331969,0.045723744,0.008199221,0.013212801,0.012987242,0.204017629,-0.051048941,0.200852714,-0.112575672,0.023123125,0.291783495,0.014276576,0.18671,-0.159018936,"CRP"
"EM51",-0.059158964,-0.059896399,-0.047085221,-0.013913461,-0.062838143,-0.129900734,0.015015488,-0.097756572,-0.076381491,0.138112026,-0.082450089,0.448644887,-0.260310638,-0.00556801,-0.026758992,-0.063542827,0.234453971,-0.027119664,"CRP"
"EM54",-0.045990858,-0.041615456,-0.073108257,-0.017203475,-0.053306514,-0.117095759,-0.045150859,-0.072759927,-0.066557904,-0.054810324,0.021461246,0.10157691,0.009982418,-0.044338434,0.021167813,-0.041071278,-0.178919539,-0.181378062,"CRP"
"EM55",-0.088897797,-0.028253326,-0.04353105,-0.096945952,-0.148611226,-0.08542667,-0.076850393,-0.071549955,-0.08006427,0.127507681,0.052314667,0.030435703,-0.052780162,-0.024766158,-0.114457045,-0.208915987,-0.06898504,0.083310751,"CRP"
"EM56",0.007747205,0.03347854,-0.011518811,-0.073593647,-0.010332474,0.03459559,-0.032151823,-0.015777573,0.025680389,0.103198941,-0.05869,-0.116107533,0.134594488,-0.028144876,0.016170217,-0.025496739,-0.215990653,-0.039770246,"CRP"
"EM57",-0.069200902,-0.031043785,-0.060107279,-0.098366609,-0.033773878,0.035738804,-0.04495633,-0.025959052,-0.04382412,0.143499981,-0.122903685,0.168950644,0.07670344,-0.053285325,-0.052725781,-0.082677517,-0.234064714,-0.016119601,"CRP"
"EM58",-0.137353251,-0.094473254,-0.12230836,-0.051004824,-0.061525554,-0.092700609,-0.007706109,-0.08211624,-0.104680608,0.138823475,-0.071434047,-0.332719454,-0.124054551,-0.059352439,-0.019689742,-0.079680179,-0.170002003,-0.109912403,"CRP"
"EM59",-0.038999339,0.015406139,-0.019499736,-0.016578995,0.033887146,0.003718063,-0.003182391,-0.013243603,-0.047901477,0.17496617,0.005174431,-0.092619905,-0.037207662,-0.001798601,0.048031487,-0.005045373,0.038439657,-0.033779486,"CRP"
"EM60",-0.129634969,-0.082537788,-0.13985853,-0.095704256,-0.084380921,-0.094970998,-0.060066788,-0.060349567,-0.031773704,-0.001833286,-0.159546796,0.238941975,-0.263248589,-0.077563407,0.054825023,-0.08639162,-0.149264133,-0.10937761,"CRP"
"EM61",-0.132385501,-0.067462017,-0.090658893,-0.138827731,-0.061827622,-0.169330942,-0.05846891,-0.125417033,-0.10692542,0.083092061,-0.106880988,0.289401631,-0.111377379,-0.059873437,-0.16429977,-0.117091526,0.217255384,-0.042929477,"CRP"
"EM62",0.001771499,0.045778351,-0.003133866,0.028144209,0.027811856,-0.028649284,-0.017316056,-0.003462129,0.039977106,0.101899426,0.007032962,0.337500854,0.001321467,0.047100968,0.025002778,-0.016868242,0.111768532,0.053190492,"CRP"
"EM63",-0.016339318,-0.04072961,0.004606313,-0.028873941,0.015187881,-0.009095091,0.015722485,0.055880809,-0.068961069,0.139008662,-0.056813682,0.159630601,-0.04202779,0.019195854,0.072853502,-0.012999575,0.020764379,0.00930617,"CRP"
"EM66",0.016322692,0.057288474,-0.012395499,0.000186631,-0.044994119,-0.169789741,-0.127720372,0.030895676,0.073881468,0.24065383,0.089630636,0.031600322,-0.073960475,-0.011275012,0.006121474,-0.018808122,-0.087325913,-0.081719601,"CRP"
"EM67",-0.06436121,-0.038038076,-0.082448801,-0.043581141,-0.05554497,-0.049483599,-0.019801824,-0.023405838,0.010333231,0.078237232,-0.0452025,-0.041296955,-0.001757325,-0.010563621,-0.061038032,-0.062189746,0.012268586,-0.094692287,"CRP"
"EM68",-0.007144002,-0.017345255,0.015148654,0.063516974,0.019154182,-0.019960541,-0.099635028,0.012316915,0.065282261,0.021731387,0.097738474,0.357143512,-0.145834074,0.038104325,-0.034935577,-0.008484293,0.11333869,-0.074091324,"CRP"
"EM69",0.014312757,-0.009123746,-0.076190541,-0.017227523,0.005709276,0.02634572,0.004910129,0.019797819,0.014909493,0.183814468,-0.326444499,-0.046543125,-0.128577645,-0.030698936,0.104838733,-0.015706806,0.036042368,0.067789844,"CRP"
"EM71",-0.146414053,-0.146972592,-0.093378438,-0.100676474,-0.050960402,-0.063841549,0.00964228,-0.065851722,-0.050382422,-0.002115547,-0.005450597,0.279442907,-0.035044291,0.048315791,-0.023696864,-0.102625074,-0.211459853,-0.139359597,"CRP"
"EM72",-0.036203597,-0.04364959,-0.105788413,-0.143447113,-0.053481915,-0.005120213,-0.007764937,-0.029039536,0.013313694,0.06738994,-0.163203792,0.109056092,-0.126772856,-0.013480122,-0.021665161,-0.001271567,-0.068081226,-0.060470772,"CRP"
"EM73",-0.053534376,0.023110033,-0.067315675,-0.068277006,-0.091611404,-0.137758788,-0.104895576,-0.023619388,0.001985853,0.123384273,0.011436448,-0.116028253,0.069596634,-0.072627457,-0.104625171,-0.093488607,-0.164170261,-0.121505586,"CRP"
"EM74",0.003043923,0.028461483,-0.016907769,-0.025729824,-0.048721406,-0.075510883,0.027438612,0.016262602,0.050505024,0.134194416,-0.114411514,0.085039082,0.078410191,0.022151385,0.139407425,-0.008457474,0.060849374,-0.083318043,"CRP"
"EM75",-0.072815501,-0.080662425,-0.094262237,-0.076533799,-0.037945673,-0.013394531,-0.024798805,-0.058869883,0.018321449,0.060174764,0.052260529,0.066662098,-0.011226503,-0.017721208,0.011507434,-0.036551179,-0.206214935,-0.12826341,"CRP"
"EM77",-0.091789399,-0.044548676,-0.133929794,-0.05918693,-0.062347634,0.003785314,-0.105370644,-0.061803868,-0.0210599,0.037503217,-0.030091609,0.112529134,-0.084618606,-0.032458827,-0.006920048,-0.070320735,-0.201280379,-0.077704618,"CRP"
"X",0.126328831,0.043172523,0.117324977,0.10227176,0.068238553,0.139573489,-0.034485604,0.067255367,0.063461307,-0.026213898,0.074153104,-0.015366038,-0.061196486,-0.008593753,-0.057790256,0.091771537,0.267371922,-0.025819689,"CRP"
